frequency_rank,character,pinyin
49178,林依,lin yi
49179,挨到,ai dao
49180,易晨,yi chen
49181,千斤顶,qian jin ding
49182,丁宁,ding ning
49183,抑制性,yi zhi xing
49184,陶然,tao ran
49185,一语中的,yi yu zhong di
49186,功德无量,gong de wu liang
49187,用材林,yong cai lin
49188,南和,nan he
49189,华通,hua tong
49190,弯弯曲曲,wan wan qu qu
49191,卖唱,mai chang
49192,峥,zheng
49193,范思哲,fan si zhe
49194,超高压,chao gao ya
49195,高仓健,gao cang jian
49196,易用性,yi yong xing
49197,切线,qie xian
49198,宿茂臻,su mao zhen
49199,淄,zi
49200,林西索,lin xi suo
49201,柜上,gui shang
49202,播撒,bo sa
49203,东盛,dong sheng
49204,吃得下,chi de xia
49205,后补,hou bu
49206,跑不动,pao bu dong
49207,莆田市,pu tian shi
49208,受降,shou xiang
49209,发套,fa tao
49210,咳痰,ke tan
49211,朦朦胧胧,meng meng long long
49212,垭,ya
49213,本相,ben xiang
49214,杏子,xing zi
49215,唁电,yan dian
49216,陈兴宇,chen xing yu
49217,杀人放火,sha ren fang huo
49218,盐田港,yan tian gang
49219,文文,wen wen
49220,遁形,dun xing
49221,猜猜看,cai cai kan
49222,救生衣,jiu sheng yi
49223,神物,shen wu
49224,守口如瓶,shou kou ru ping
49225,变奏,bian zou
49226,囵,lun
49227,奴性,nu xing
49228,娶妻,qu qi
49229,晴空万里,qing kong wan li
49230,白道,bai dao
49231,紧身衣,jin shen yi
49232,文告,wen gao
49233,热那亚,re na ya
49234,逃开,tao kai
49235,详述,xiang shu
49236,洋洋洒洒,yang yang sa sa
49237,墙报,qiang bao
49238,釜底抽薪,fu di chou xin
49239,奸笑,jian xiao
49240,张起灵,zhang qi ling
49241,送命,song ming
49242,答问,da wen
49243,画皮,hua pi
49244,西河,xi he
49245,莱利,lai li
49246,卫华,wei hua
49247,既而,ji er
49248,箱底,xiang di
49249,公路网,gong lu wang
49250,生鱼片,sheng yu pian
49251,可控性,ke kong xing
49252,娩出,mian chu
49253,木条,mu tiao
49254,浼,mei
49255,红极一时,hong ji yi shi
49256,发带,fa dai
49257,杠铃,gang ling
49258,直流电,zhi liu dian
49259,狼烟,lang yan
49260,芈,mi
49261,倦意,juan yi
49262,等于零,deng yu ling
49263,多事之秋,duo shi zhi qiu
49264,趣闻,qu wen
49265,喜儿,xi er
49266,义和团,yi he tuan
49267,喷灌,pen guan
49268,宗祠,zong ci
49269,闵鹿蕾,min lu lei
49270,艺术片,yi shu pian
49271,核工业,he gong ye
49272,亚细亚,ya xi ya
49273,鳞次栉比,lin ci zhi bi
49274,励精图治,li jing tu zhi
49275,精神恍惚,jing shen huang hu
49276,承上启下,cheng shang qi xia
49277,生殖细胞,sheng zhi xi bao
49278,剽悍,piao han
49279,栽秧,zai yang
49280,印数,yin shu
49281,身败名裂,shen bai ming lie
49282,大兴土木,da xing tu mu
49283,和珅,he shen
49284,劣根性,lie gen xing
49285,计算机控制,ji suan ji kong zhi
49286,归隐,gui yin
49287,分等,fen deng
49288,胆大妄为,dan da wang wei
49289,战书,zhan shu
49290,断交,duan jiao
49291,生死关头,sheng si guan tou
49292,汪洋大海,wang yang da hai
49293,乙二醇,yi er chun
49294,劳资纠纷,lao zi jiu fen
49295,兰桂,lan gui
49296,黄麻,huang ma
49297,盐场,yan chang
49298,旧部,jiu bu
49299,第十章,di shi zhang
49300,老中青,lao zhong qing
49301,不列颠,bu lie dian
49302,针管,zhen guan
49303,庸人,yong ren
49304,弱水,ruo shui
49305,英美车队,ying mei che dui
49306,兰兰,lan lan
49307,扶摇直上,fu yao zhi shang
49308,赤峰市,chi feng shi
49309,暗色,an se
49310,嬉闹,xi nao
49311,绝句,jue ju
49312,老袁,lao yuan
49313,代市长,dai shi zhang
49314,南山路,nan shan lu
49315,取信于民,qu xin yu min
49316,田家,tian jia
49317,古稀,gu xi
49318,隐现,yin xian
49319,另眼相看,ling yan xiang kan
49320,回头客,hui tou ke
49321,孖,ma
49322,漳浦,zhang pu
49323,怵,chu
49324,报告期期,bao gao qi qi
49325,父兄,fu xiong
49326,水工,shui gong
49327,山西路,shan xi lu
49328,陈宝国,chen bao guo
49329,渡海,du hai
49330,本菲卡,ben fei ka
49331,活性氧,huo xing yang
49332,祐,you
49333,白等,bai deng
49334,轻放,qing fang
49335,龙脉,long mai
49336,塞舌尔,sai she er
49337,庚辰,geng chen
49338,油船,you chuan
49339,军管,jun guan
49340,名剧,ming ju
49341,阿拉善,a la shan
49342,高女士,gao nv shi
49343,侵染,qin ran
49344,沧浪,cang lang
49345,青羊区,qing yang qu
49346,邦德,bang de
49347,韭,jiu
49348,棋赛,qi sai
49349,变色龙,bian se long
49350,班轮,ban lun
49351,攻击机,gong ji ji
49352,第三家,di san jia
49353,辣椒粉,la jiao fen
49354,鲍尔森,bao er sen
49355,干等,gan deng
49356,如法炮制,ru fa pao zhi
49357,颜辉,yan hui
49358,布依,bu yi
49359,番木瓜,fan mu gua
49360,通明,tong ming
49361,丰润,feng run
49362,冷宫,leng gong
49363,李玟,li wen
49364,掴,guai
49365,及时雨,ji shi yu
49366,不欢,bu huan
49367,腰斩,yao zhan
49368,赵承熙,zhao cheng xi
49369,仲好,zhong hao
49370,眼波,yan bo
49371,大逆不道,da ni bu dao
49372,人多势众,ren duo shi zhong
49373,蒙娜丽莎,meng na li sha
49374,晋国,jin guo
49375,柏拉,bai la
49376,满堂红,man tang hong
49377,风水宝地,feng shui bao di
49378,酃,ling
49379,膽,dan
49380,沵,mi
49381,宫里,gong li
49382,洋洋得意,yang yang de yi
49383,戈斯,ge si
49384,围歼,wei jian
49385,汛情,xun qing
49386,枪林弹雨,qiang lin dan yu
49387,李琦,li qi
49388,西京医院,xi jing yi yuan
49389,高保真,gao bao zhen
49390,冽,lie
49391,铿锵有力,keng qiang you li
49392,辞书,ci shu
49393,缯,zeng
49394,炯炯有神,jiong jiong you shen
49395,健力宝队,jian li bao dui
49396,陈一冰,chen yi bing
49397,标准型,biao zhun xing
49398,桥西,qiao xi
49399,摇旗呐喊,yao qi na han
49400,汽化,qi hua
49401,投资品,tou zi pin
49402,薛明,xue ming
49403,石鼓,shi gu
49404,李叔叔,li shu shu
49405,癀,huang
49406,奶味,nai wei
49407,疑难杂症,yi nan za zheng
49408,祸不单行,huo bu dan xing
49409,寸步不离,cun bu bu li
49410,玛雅人,ma ya ren
49411,老萨,lao sa
49412,何意,he yi
49413,凑钱,cou qian
49414,说大话,shuo da hua
49415,周氏,zhou shi
49416,度日如年,du ri ru nian
49417,老蔡,lao cai
49418,精加工,jing jia gong
49419,以偏概全,yi pian gai quan
49420,苏门答腊岛,su men da la dao
49421,菜贩,cai fan
49422,臭虫,chou chong
49423,赵高,zhao gao
49424,石沉大海,shi chen da hai
49425,浦玮,pu wei
49426,从始至终,cong shi zhi zhong
49427,陆家,lu jia
49428,错怪,cuo guai
49429,玉屏,yu ping
49430,芳菲,fang fei
49431,马跃,ma yue
49432,紫藤,zi teng
49433,郭老师,guo lao shi
49434,新安江,xin an jiang
49435,南辕北辙,nan yuan bei zhe
49436,批阅,pi yue
49437,米面,mi mian
49438,土气,tu qi
49439,道姑,dao gu
49440,王鸿举,wang hong ju
49441,武王,wu wang
49442,校际,xiao ji
49443,陈久霖,chen jiu lin
49444,逐鹿,zhu lu
49445,多任务,duo ren wu
49446,協,xie
49447,贝氏,bei shi
49448,溏,tang
49449,钱运录,qian yun lu
49450,铁蹄,tie ti
49451,加急,jia ji
49452,调研员,diao yan yuan
49453,做戏,zuo xi
49454,围护,wei hu
49455,送葬,song zang
49456,邓先生,deng xian sheng
49457,拜谢,bai xie
49458,最佳导演奖,zui jia dao yan jiang
49459,伸开,shen kai
49460,挂面,gua mian
49461,疑神疑鬼,yi shen yi gui
49462,华凡,hua fan
49463,批判性,pi pan xing
49464,门房,men fang
49465,开涮,kai shuan
49466,傅家俊,fu jia jun
49467,遄,chuan
49468,心悦诚服,xin yue cheng fu
49469,第一炮,di yi pao
49470,死囚,si qiu
49471,獠牙,liao ya
49472,像模像样,xiang mu xiang yang
49473,忡,chong
49474,扫尾,sao wei
49475,定海,ding hai
49476,人情世故,ren qing shi gu
49477,下情,xia qing
49478,死于非命,si yu fei ming
49479,贺喜,he xi
49480,提亲,ti qin
49481,阶级性,jie ji xing
49482,线头,xian tou
49483,归人,gui ren
49484,耗氧量,hao yang liang
49485,亚铁,ya tie
49486,录播,lu bo
49487,寸土寸金,cun tu cun jin
49488,赶考,gan kao
49489,黄埔区,huang pu qu
49490,飘流,piao liu
49491,黄氏,huang shi
49492,大家闺秀,da jia gui xiu
49493,扶贫济困,fu pin ji kun
49494,越国,yue guo
49495,全盘否定,quan pan fou ding
49496,文弱,wen ruo
49497,李晶,li jing
49498,大动干戈,da dong gan ge
49499,钌,liao
49500,董家,dong jia
49501,历朝,li chao
49502,伴儿,ban er
49503,迪斯科,di si ke
49504,福安,fu an
49505,艺术系,yi shu xi
49506,年轻气盛,nian qing qi sheng
49507,低级趣味,di ji qu wei
49508,水云,shui yun
49509,书画展,shu hua zhan
49510,宋史,song shi
49511,桃色,tao se
49512,胡兆军,hu zhao jun
49513,益发,yi fa
49514,台地,tai di
49515,西北大学,xi bei da xue
49516,支吾,zhi wu
49517,步惊云,bu jing yun
49518,上唇,shang chun
49519,闽北,min bei
49520,上海中心,shang hai zhong xin
49521,麦收,mai shou
49522,恕罪,shu zui
49523,金盏花,jin zhan hua
49524,做伴,zuo ban
49525,猛药,meng yao
49526,泷,long
49527,许嘉璐,xu jia lu
49528,北京话,bei jing hua
49529,疾速,ji su
49530,合酶,he mei
49531,槟,bin
49532,疆土,jiang tu
49533,偷跑,tou pao
49534,邹某,zou mou
49535,王颖,wang ying
49536,丹顶鹤,dan ding he
49537,劳力士,lao li shi
49538,银鱼,yin yu
49539,腿肚,tui du
49540,吴定富,wu ding fu
49541,第二号,di er hao
49542,细部,xi bu
49543,其貌不扬,qi mao bu yang
49544,销售率,xiao shou lv
49545,青岛中能队,qing dao zhong neng dui
49546,观测站,guan ce zhan
49547,席地而坐,xi di er zuo
49548,柔情似水,rou qing shi shui
49549,信手拈来,xin shou nian lai
49550,相去,xiang qu
49551,嵝,lou
49552,规划署,gui hua shu
49553,莎拉,sha la
49554,饶舌,rao she
49555,空荡,kong dang
49556,须发,xu fa
49557,王茜,wang qian
49558,牛栏,niu lan
49559,哭叫,ku jiao
49560,达维登科,da wei deng ke
49561,巴罗佐,ba luo zuo
49562,花岗石,hua gang shi
49563,洛阳城,luo yang cheng
49564,信不过,xin bu guo
49565,关贸总协定,guan mao zong xie ding
49566,王陵,wang ling
49567,透透气,tou tou qi
49568,招摇撞骗,zhao yao zhuang pian
49569,配药,pei yao
49570,钿,dian
49571,小舅子,xiao jiu zi
49572,李凯,li kai
49573,彩球,cai qiu
49574,礼拜一,li bai yi
49575,戒骄戒躁,jie jiao jie zao
49576,重刑,zhong xing
49577,轮转,lun zhuan
49578,烤炉,kao lu
49579,桂冠,gui guan
49580,升官发财,sheng guan fa cai
49581,摔断,shuai duan
49582,喷水池,pen shui chi
49583,数据结构,shu ju jie gou
49584,分送,fen song
49585,文件名,wen jian ming
49586,鸟兽,niao shou
49587,甲申,jia shen
49588,保险费率,bao xian fei lv
49589,额角,e jiao
49590,成气候,cheng qi hou
49591,质料,zhi liao
49592,高手们,gao shou men
49593,茶碱,cha jian
49594,盍,he
49595,肉包子,rou bao zi
49596,阏,e
49597,赠礼,zeng li
49598,差率,cha lv
49599,雪豹,xue bao
49600,封闭性,feng bi xing
49601,明面,ming mian
49602,龙游,long you
49603,阮玲玉,ruan ling yu
49604,北京楼,bei jing lou
49605,苟延残喘,gou yan can chuan
49606,火箭炮,huo jian pao
49607,对照表,dui zhao biao
49608,专署,zhuan shu
49609,德兴,de xing
49610,人迹罕至,ren ji han zhi
49611,排洪,pai hong
49612,嗮,sai
49613,冰雪节,bing xue jie
49614,日货,ri huo
49615,李扬,li yang
49616,王志东,wang zhi dong
49617,方今,fang jin
49618,当头一棒,dang tou yi bang
49619,钡餐,bei can
49620,提琴,ti qin
49621,袁泉,yuan quan
49622,炸响,zha xiang
49623,减亏,jian kui
49624,切分,qie fen
49625,枫树,feng shu
49626,癞蛤蟆,lai ha ma
49627,出奇制胜,chu qi zhi sheng
49628,挥别,hui bie
49629,异质性,yi zhi xing
49630,杀头,sha tou
49631,农舍,nong she
49632,半圆形,ban yuan xing
49633,她们俩,ta men lia
49634,小许,xiao xu
49635,内忧外患,nei you wai huan
49636,海淀法院,hai dian fa yuan
49637,爱特,ai te
49638,打紧,da jin
49639,田丰,tian feng
49640,道贺,dao he
49641,孙杰,sun jie
49642,捎带,shao dai
49643,陈寅恪,chen yin ke
49644,扬子江,yang zi jiang
49645,礼拜六,li bai liu
49646,热和,re huo
49647,温湿,wen shi
49648,刘畅,liu chang
49649,香港交易所,xiang gang jiao yi suo
49650,妙法,miao fa
49651,义务兵,yi wu bing
49652,看笑话,kan xiao hua
49653,彭州,peng zhou
49654,查勘,cha kan
49655,怅然,chang ran
49656,小天地,xiao tian di
49657,下种,xia zhong
49658,矢志不渝,shi zhi bu yu
49659,余华,yu hua
49660,杀身之祸,sha shen zhi huo
49661,赔罪,pei zui
49662,高华,gao hua
49663,相扑,xiang pu
49664,居首,ju shou
49665,斯科尔斯,si ke er si
49666,广东宏远队,guang dong hong yuan dui
49667,静安寺,jing an si
49668,生变,sheng bian
49669,跣,xian
49670,从简,cong jian
49671,手扶拖拉机,shou fu tuo la ji
49672,顾盼,gu pan
49673,陈成,chen cheng
49674,单宁,dan ning
49675,太空船,tai kong chuan
49676,心音,xin yin
49677,信托投资,xin tuo tou zi
49678,桡,rao
49679,科班,ke ban
49680,木盒,mu he
49681,约请,yue qing
49682,轻风,qing feng
49683,厦门地区,xia men di qu
49684,淡静,dan jing
49685,里子,li zi
49686,江阴市,jiang yin shi
49687,控制功能,kong zhi gong neng
49688,保苗,bao miao
49689,党小组,dang xiao zu
49690,官子,guan zi
49691,程序法,cheng xu fa
49692,榇,chen
49693,后极,hou ji
49694,拥挤不堪,yong ji bu kan
49695,外交家,wai jiao jia
49696,试液,shi ye
49697,编外,bian wai
49698,苍翠,cang cui
49699,穹顶,qiong ding
49700,黄鹤,huang he
49701,袼,ge
49702,进击,jin ji
49703,提名奖,ti ming jiang
49704,大足,da zu
49705,围场,wei chang
49706,肝静脉,gan jing mai
49707,孫,sun
49708,张茜,zhang qian
49709,蒙代尔,meng dai er
49710,挑重担,tiao zhong dan
49711,交货值,jiao huo zhi
49712,彭久洋,peng jiu yang
49713,大杂烩,da za hui
49714,建设期,jian she qi
49715,行乞,xing qi
49716,史冬鹏,shi dong peng
49717,外族,wai zu
49718,礼拜五,li bai wu
49719,开解,kai jie
49720,氓,mang
49721,普华永道,pu hua yong dao
49722,鸡公,ji gong
49723,木柴,mu chai
49724,宅门,zhai men
49725,紫阳,zi yang
49726,停当,ting dang
49727,春意盎然,chun yi ang ran
49728,儿子们,er zi men
49729,邪道,xie dao
49730,螺旋藻,luo xuan zao
49731,成双成对,cheng shuang cheng dui
49732,复选,fu xuan
49733,二十四节气,er shi si jie qi
49734,王阳明,wang yang ming
49735,分辩,fen bian
49736,欧美范,ou mei fan
49737,土坑,tu keng
49738,刘延东,liu yan dong
49739,硬邦邦,ying bang bang
49740,平白,ping bai
49741,邱贻可,qiu yi ke
49742,驱逐出境,qu zhu chu jing
49743,银钱,yin qian
49744,盗匪,dao fei
49745,朝觐,chao jin
49746,任长霞,ren zhang xia
49747,泥垢,ni gou
49748,临水,lin shui
49749,发现者,fa xian zhe
49750,常绿,chang lv
49751,天开,tian kai
49752,沃尔夫斯堡,wo er fu si bao
49753,维护费,wei hu fei
49754,刘大伟,liu da wei
49755,看不顺眼,kan bu shun yan
49756,王大爷,wang da ye
49757,盗汗,dao han
49758,周口市,zhou kou shi
49759,大众传播,da zhong chuan bo
49760,滞后性,zhi hou xing
49761,优惠待遇,you hui dai yu
49762,韵母,yun mu
49763,托德,tuo de
49764,市中区,shi zhong qu
49765,枣树,zao shu
49766,耐火,nai huo
49767,賊,zei
49768,臂力,bi li
49769,纪元,ji yuan
49770,簋,gui
49771,健将,jian jiang
49772,我处,wo chu
49773,洪水猛兽,hong shui meng shou
49774,汪涵,wang han
49775,迷乱,mi luan
49776,福彩中心,fu cai zhong xin
49777,保卫科,bao wei ke
49778,旅游界,lv you jie
49779,幼子,you zi
49780,片商,pian shang
49781,黔东南州,qian dong nan zhou
49782,林学院,lin xue yuan
49783,老聂,lao nie
49784,含情脉脉,han qing mo mo
49785,煳,hu
49786,月台,yue tai
49787,遙,yao
49788,艾迪,ai di
49789,光辉灿烂,guang hui can lan
49790,选举人,xuan ju ren
49791,擦屁股,ca pi gu
49792,排号,pai hao
49793,餃,jiao
49794,检查员,jian cha yuan
49795,卢展工,lu zhan gong
49796,少年班,shao nian ban
49797,溃散,kui san
49798,丝网,si wang
49799,云鹏,yun peng
49800,估测,gu ce
49801,天下大乱,tian xia da luan
49802,蓬头垢面,peng tou gou mian
49803,飘移,piao yi
49804,鎮,zhen
49805,第十四次,di shi si ci
49806,莲花山,lian hua shan
49807,四处张望,si chu zhang wang
49808,泾渭分明,jing wei fen ming
49809,活计,huo ji
49810,小黄瓜,xiao huang gua
49811,军功,jun gong
49812,毂,gu
49813,病残,bing can
49814,养尊处优,yang zun chu you
49815,精确性,jing que xing
49816,制表,zhi biao
49817,陆豪,lu hao
49818,干着急,gan zhao ji
49819,利国利民,li guo li min
49820,忌口,ji kou
49821,喷香,pen xiang
49822,汽缸,qi gang
49823,天目山,tian mu shan
49824,逗人,dou ren
49825,丰田中心,feng tian zhong xin
49826,张海涛,zhang hai tao
49827,北周,bei zhou
49828,古建,gu jian
49829,刘伟强,liu wei qiang
49830,拿手好戏,na shou hao xi
49831,钝化,dun hua
49832,声泪俱下,sheng lei ju xia
49833,词汇量,ci hui liang
49834,有心无力,you xin wu li
49835,少壮不努力,shao zhuang bu nu li
49836,麻衣,ma yi
49837,黄金分割,huang jin fen ge
49838,误入歧途,wu ru qi tu
49839,布鲁斯,bu lu si
49840,乙状结肠,yi zhuang jie chang
49841,第二只,di er zhi
49842,寒凉,han liang
49843,舆论界,yu lun jie
49844,四声,si sheng
49845,水发,shui fa
49846,血雨腥风,xue yu xing feng
49847,先见,xian jian
49848,貔貅,pi xiu
49849,陈诚,chen cheng
49850,华灯初上,hua deng chu shang
49851,门内,men nei
49852,里间,li jian
49853,催产素,cui chan su
49854,明城墙,ming cheng qiang
49855,大一统,da yi tong
49856,寮国,liao guo
49857,溟,ming
49858,龙门石窟,long men shi ku
49859,受权,shou quan
49860,华天翔,hua tian xiang
49861,降至最低,jiang zhi zui di
49862,边界线,bian jie xian
49863,低脂肪,di zhi fang
49864,上脸,shang lian
49865,添砖加瓦,tian zhuan jia wa
49866,普希金,pu xi jin
49867,火源,huo yuan
49868,宜宾市,yi bin shi
49869,罐罐,guan guan
49870,上相,shang xiang
49871,祸国殃民,huo guo yang min
49872,擦亮眼睛,ca liang yan jing
49873,关节面,guan jie mian
49874,变体,bian ti
49875,面包店,mian bao dian
49876,传阅,chuan yue
49877,老夫老妻,lao fu lao qi
49878,硫酸盐,liu suan yan
49879,万有引力,wan you yin li
49880,美国站,mei guo zhan
49881,方志,fang zhi
49882,警句,jing ju
49883,启发性,qi fa xing
49884,望眼欲穿,wang yan yu chuan
49885,各显神通,ge xian shen tong
49886,李元,li yuan
49887,肖先生,xiao xian sheng
49888,肖钦,xiao qin
49889,有感于,you gan yu
49890,紫纹,zi wen
49891,旌旗,jing qi
49892,一盘散沙,yi pan san sha
49893,压阵,ya zhen
49894,加入量,jia ru liang
49895,杂技团,za ji tuan
49896,尼古拉,ni gu la
49897,悲苦,bei ku
49898,人本主义,ren ben zhu yi
49899,第四卷,di si juan
49900,脆骨,cui gu
49901,龙家,long jia
49902,打游击,da you ji
49903,冲昏,chong hun
49904,晋中,jin zhong
49905,西晋,xi jin
49906,赶时髦,gan shi mao
49907,秦阳,qin yang
49908,剪除,jian chu
49909,油压,you ya
49910,部长们,bu zhang men
49911,竞逐,jing zhu
49912,枣红,zao hong
49913,多半会,duo ban hui
49914,憔,qiao
49915,张近东,zhang jin dong
49916,皮影戏,pi ying xi
49917,卡门,ka men
49918,梅家,mei jia
49919,糁,san
49920,定当,ding dang
49921,搪,tang
49922,列岛,lie dao
49923,扭扭,niu niu
49924,旅客们,lv ke men
49925,莼,chun
49926,长海医院,zhang hai yi yuan
49927,江海天,jiang hai tian
49928,复利,fu li
49929,色彩缤纷,se cai bin fen
49930,事务性,shi wu xing
49931,锚固,mao gu
49932,妄动,wang dong
49933,孪生兄弟,luan sheng xiong di
49934,温莎,wen sha
49935,通风报信,tong feng bao xin
49936,唐军,tang jun
49937,椰树,ye shu
49938,犊牛,du niu
49939,龙岩市,long yan shi
49940,地方台,di fang tai
49941,收款人,shou kuan ren
49942,碧蓝,bi lan
49943,兴趣班,xing qu ban
49944,様,yang
